"Time","sensor-readings.reading"
1636178400000,-2.1
1636182000000,0.1
1636185600000,4.3
1636189200000,6.1
1636192800000,8.1
1636196400000,7
1636200000000,5.5
1636203600000,5.7
1636207200000,4.6
1636210800000,3.9
1636214400000,2.8
1636218000000,0.5
1636221600000,0.5
1636225200000,0.5
1636228800000,0.5
1636232400000,0.5
1636236000000,1.6
1636239600000,0.6
1636243200000,1
1636246800000,0.6
1636250400000,1.9
1636254000000,1.3
1636257600000,1.3
1636261200000,0.6
1636264800000,0.6
1636268400000,1
1636272000000,4.1
1636275600000,7.1
1636279200000,7.7
1636282800000,9.7
1636286400000,6.2
1636290000000,7.7
1636293600000,5.6
1636297200000,4.5
1636300800000,3.5
1636304400000,1.3
1636308000000,-0.6
1636311600000,-1
1636315200000,-0.3
1636318800000,-0.6
1636322400000,0
1636326000000,1
1636329600000,1.3
1636333200000,0.6
1636336800000,1.6
1636340400000,1.9
1636344000000,1.3
1636347600000,1.9
1636351200000,2.6
1636354800000,2.6
1636358400000,3.1
1636362000000,4.8
1636365600000,4.8
1636369200000,6.7
1636372800000,8.4
1636376400000,6.2
1636380000000,5.1
1636383600000,3.9
1636387200000,2.8
1636390800000,2.8
1636394400000,2.8
1636398000000,2.8
1636401600000,2.1
1636405200000,2.1
1636408800000,1.7
1636412400000,2.1
1636416000000,2.1
1636419600000,2.4
1636423200000,2.8
1636426800000,2.4
1636430400000,1.5
1636434000000,0.8
1636437600000,-0.1
1636441200000,0.8
1636444800000,3.6
1636448400000,6.5
1636452000000,7.7
1636455600000,7.7
1636459200000,5.1
1636462800000,4.4
1636466400000,2.8
1636470000000,1.5
1636473600000,-0.1
1636477200000,-0.4
1636480800000,-2.4
1636484400000,-2.4
1636488000000,-2.8
1636491600000,-2.1
1636495200000,-2.4
1636498800000,-2.4
1636502400000,-2.1
1636506000000,-1.5
1636509600000,-2.8
1636513200000,-2.8
1636516800000,-2.1
1636520400000,-1.5
1636524000000,-1.1
1636527600000,2.1
1636531200000,5.3
1636534800000,5
1636538400000,6.5
1636542000000,6.1
1636545600000,6.1
1636549200000,5.7
1636552800000,5.7
1636556400000,3.2
1636560000000,1.5
1636563600000,0.8
1636567200000,0.5
1636570800000,-0.1
1636574400000,-0.7
1636578000000,0
1636581600000,1.6
1636585200000,1.3
1636588800000,1.6
1636592400000,1.3
1636596000000,0.6
1636599600000,2.2
1636603200000,1.3
1636606800000,1.6
1636610400000,0.6
1636614000000,1
1636617600000,2.2
1636621200000,2.6
1636624800000,4.1
1636628400000,4.5
1636632000000,3.1
1636635600000,4.1
1636639200000,3.1
1636642800000,4.1
1636646400000,4.1
1636650000000,2.7
1636653600000,3.8
1636657200000,2.7
1636660800000,4.8
1636664400000,4.1
1636668000000,3.1
1636671600000,3.1
1636675200000,1.6
1636678800000,1.9
1636682400000,2.6
1636686000000,1.9
1636689600000,1.9
1636693200000,3.7
1636696800000,3.1
1636700400000,3.4
1636704000000,3.4
1636707600000,3.4
1636711200000,4.8
1636714800000,3.8
1636718400000,3.4
1636722000000,4.5
1636725600000,3.5
1636729200000,2.3
1636732800000,2.3
1636736400000,2.3
1636740000000,3.8
1636743600000,2.3
1636747200000,2.7
1636750800000,3.1
1636754400000,3.8
1636758000000,3.1
1636761600000,3.1
1636765200000,2.3
1636768800000,3.4
