"Time","sensor-readings.reading"
1635958800000,82.1
1635962400000,82.1
1635966000000,84.1
1635969600000,84.1
1635973200000,86.1
1635976800000,86.1
1635980400000,88.1
1635984000000,88.1
1635987600000,88.1
1635991200000,90.1
1635994800000,90.1
1635998400000,90.1
1636002000000,90.1
1636005600000,90.1
1636009200000,92.1
1636012800000,92.1
1636016400000,92.1
1636020000000,88.1
1636023600000,82.1
1636027200000,76.1
1636030800000,70.1
1636034400000,64.1
1636038000000,60.1
1636041600000,56.1
1636045200000,54.1
1636048800000,54.1
1636052400000,52.1
1636056000000,52.1
1636059600000,52.1
1636063200000,54.1
1636066800000,56.1
1636070400000,58.1
1636074000000,60.1
1636077600000,62.1
1636081200000,64.1
1636084800000,66.1
1636088400000,68.1
1636092000000,70.1
1636095600000,70.1
1636099200000,72.1
1636102800000,72.1
1636106400000,72.1
1636110000000,72.1
1636113600000,72.1
1636117200000,72.1
1636120800000,70.1
1636124400000,70.1
1636128000000,68.1
1636131600000,68.1
1636135200000,68.1
1636138800000,68.1
1636142400000,70.1
1636146000000,70.1
1636149600000,72.1
1636153200000,72.1
1636156800000,72.1
1636160400000,72.1
1636164000000,74.1
1636167600000,74.1
1636171200000,74.1
1636174800000,74.1
1636178400000,74.1
1636182000000,76.1
1636185600000,76.1
1636189200000,76.1
1636192800000,76.1
1636196400000,72.1
1636200000000,68.1
1636203600000,64.1
1636207200000,62.1
1636210800000,60.1
1636214400000,58.1
1636218000000,58.1
1636221600000,56.1
1636225200000,56.1
1636228800000,56.1
1636232400000,58.1
1636236000000,60.1
1636239600000,60.1
1636243200000,60.1
1636246800000,62.1
1636250400000,64.1
1636254000000,64.1
1636257600000,66.1
1636261200000,66.1
1636264800000,68.1
1636268400000,70.1
1636272000000,72.1
1636275600000,72.1
1636279200000,72.1
1636282800000,70.1
1636286400000,66.1
1636290000000,62.1
1636293600000,60.1
1636297200000,58.1
1636300800000,58.1
1636304400000,56.1
1636308000000,56.1
1636311600000,56.1
1636315200000,58.1
1636318800000,60.1
1636322400000,64.1
1636326000000,66.1
1636329600000,66.1
1636333200000,68.1
1636336800000,70.1
1636340400000,70.1
1636344000000,72.1
1636347600000,72.1
1636351200000,74.1
1636354800000,76.1
1636358400000,76.1
1636362000000,78.1
1636365600000,78.1
1636369200000,78.1
1636372800000,78.1
1636376400000,76.1
1636380000000,74.1
1636383600000,72.1
1636387200000,72.1
1636390800000,72.1
1636394400000,72.1
1636398000000,72.1
1636401600000,72.1
1636405200000,74.1
1636408800000,74.1
1636412400000,76.1
1636416000000,76.1
1636419600000,78.1
1636423200000,78.1
1636426800000,78.1
1636430400000,78.1
1636434000000,78.1
1636437600000,78.1
1636441200000,76.1
1636444800000,76.1
1636448400000,76.1
1636452000000,72.1
1636455600000,68.1
1636459200000,64.1
1636462800000,60.1
1636466400000,58.1
1636470000000,58.1
1636473600000,56.1
1636477200000,56.1
1636480800000,56.1
1636484400000,56.1
1636488000000,58.1
1636491600000,60.1
1636495200000,60.1
1636498800000,62.1
1636502400000,64.1
1636506000000,66.1
1636509600000,68.1
1636513200000,68.1
1636516800000,70.1
1636520400000,72.1
1636524000000,72.1
1636527600000,74.1
1636531200000,74.1
1636534800000,74.1
1636538400000,74.1
1636542000000,72.1
1636545600000,70.1
1636549200000,68.1
1636552800000,66.1
1636556400000,64.1
1636560000000,64.1
1636563600000,64.1
1636567200000,64.1
1636570800000,66.1
1636574400000,66.1
1636578000000,68.1
1636581600000,70.1
1636585200000,72.1
1636588800000,74.1
1636592400000,76.1
1636596000000,76.1
1636599600000,78.1
1636603200000,78.1
1636606800000,80.1
1636610400000,80.1
1636614000000,82.1
1636617600000,82.1
1636621200000,84.1
1636624800000,84.1
1636628400000,84.1
1636632000000,84.1
1636635600000,84.1
1636639200000,84.1
1636642800000,84.1
1636646400000,84.1
1636650000000,84.1
1636653600000,84.1
1636657200000,84.1
1636660800000,84.1
1636664400000,84.1
1636668000000,84.1
1636671600000,84.1
1636675200000,84.1
1636678800000,84.1
1636682400000,84.1
1636686000000,86.1
1636689600000,86.1
1636693200000,88.1
1636696800000,88.1
1636700400000,88.1
1636704000000,88.1
1636707600000,88.1
1636711200000,88.1
1636714800000,88.1
1636718400000,88.1
1636722000000,88.1
1636725600000,88.1
1636729200000,88.1
1636732800000,88.1
1636736400000,88.1
1636740000000,88.1
1636743600000,88.1
1636747200000,88.1
1636750800000,88.1
1636754400000,88.1
1636758000000,88.1
1636761600000,88.1
1636765200000,88.1
1636768800000,88.1
1636772400000,88.1
1636776000000,88.1
1636779600000,88.1
1636783200000,88.1
1636786800000,88.1
1636790400000,88.1
1636794000000,90.1
1636797600000,90.1
1636801200000,90.1
1636804800000,88.1
1636808400000,88.1
1636812000000,88.1
1636815600000,88.1
1636819200000,86.1
1636822800000,86.1
1636826400000,86.1
1636830000000,86.1
1636833600000,86.1
1636837200000,88.1
1636840800000,88.1
1636844400000,88.1
1636848000000,88.1
1636851600000,90.1
1636855200000,90.1
1636858800000,90.1
1636862400000,90.1
1636866000000,90.1
1636869600000,90.1
1636873200000,90.1
1636876800000,90.1
1636880400000,90.1
1636884000000,88.1
1636887600000,88.1
1636891200000,88.1
1636894800000,88.1
1636898400000,86.1
1636902000000,86.1
1636905600000,86.1
1636909200000,86.1
1636912800000,86.1
