"Time","sensor-readings.difference"
1661562000000,0
1661565600000,0
1661569200000,0
1661572800000,0
1661576400000,0.201171875
1661580000000,0
1661583600000,0.099609375
1661587200000,0
1661590800000,0
1661594400000,0
1661598000000,0
1661601600000,0
1661605200000,0
1661608800000,0
1661612400000,0
1661616000000,0
1661619600000,0
1661623200000,0.19921875
1661626800000,0
1661630400000,0
1661634000000,0
1661637600000,0
1661641200000,0
1661644800000,0.099609375
1661648400000,0
1661652000000,0
1661655600000,0
1661659200000,0
1661662800000,0
1661666400000,0.1015625
1661670000000,0
1661673600000,0
1661677200000,0
1661680800000,0.099609375
1661684400000,0
1661688000000,0
1661691600000,0
1661695200000,0
1661698800000,0
1661702400000,0
1661706000000,0
1661709600000,0
1661713200000,0
1661716800000,0
1661720400000,0
1661724000000,0
1661727600000,0
1661731200000,0.19921875
1661734800000,0
1661738400000,0
1661742000000,0
1661745600000,0
1661749200000,0
1661752800000,0
1661756400000,0.201171875
1661760000000,0
1661763600000,0
1661767200000,0
1661770800000,0
1661774400000,0.099609375
1661778000000,0
1661781600000,0
1661785200000,0
1661788800000,0
1661792400000,0
1661796000000,0
1661799600000,0
1661803200000,0.099609375
1661806800000,0
1661810400000,0
1661814000000,0
1661817600000,0
1661821200000,0
1661824800000,0
1661828400000,0
1661832000000,0
1661835600000,0.19921875
1661839200000,0
1661842800000,0
1661846400000,0
1661850000000,0.1015625
1661853600000,0
1661857200000,0
1661860800000,0
1661864400000,0
1661868000000,0
1661871600000,0.099609375
1661875200000,0
1661878800000,0
1661882400000,0
1661886000000,0.099609375
1661889600000,0
1661893200000,0
1661896800000,0
1661900400000,0
1661904000000,0
1661907600000,0.099609375
1661911200000,0
1661914800000,0
1661918400000,0
1661922000000,0.099609375
1661925600000,0
1661929200000,0
1661932800000,0
1661936400000,0
1661940000000,0.1015625
1661943600000,0
1661947200000,0
1661950800000,0
1661954400000,0
1661958000000,0
1661961600000,0.099609375
1661965200000,0
1661968800000,0
1661972400000,0
1661976000000,0
1661979600000,0
1661983200000,0
1661986800000,0
1661990400000,0.099609375
1661994000000,0
1662001200000,0
1662004800000,0.19921875
1662008400000,0
1662012000000,0
1662015600000,0
1662019200000,0
1662022800000,0
1662026400000,0
1662030000000,0
1662033600000,0
1662037200000,0.1015625
1662040800000,0
1662044400000,0
1662048000000,0
1662051600000,0
1662055200000,0
1662058800000,0
1662062400000,0
1662066000000,0.099609375
1662069600000,0
1662073200000,0
1662076800000,0
1662080400000,0
1662084000000,0.099609375
1662087600000,0
1662091200000,0
1662094800000,0
1662098400000,0
1662102000000,0
1662105600000,0
1662109200000,0
1662112800000,0
1662116400000,0
1662120000000,0
1662123600000,0.099609375
1662127200000,0
1662130800000,0
1662134400000,0
1662138000000,0
1662141600000,0
1662145200000,0
1662148800000,0
1662152400000,0.099609375
1662156000000,0
1662159600000,0
1662163200000,0
1662166800000,0
1662170400000,0.1015625
1662174000000,0
1662177600000,0
1662181200000,0
1662184800000,0
1662188400000,0
1662192000000,0
1662195600000,0
1662199200000,0
1662202800000,0
1662206400000,0.099609375
1662210000000,0
1662213600000,0
1662217200000,0
1662220800000,0
1662224400000,0
1662228000000,0
1662231600000,0.099609375
1662235200000,0
1662238800000,0
1662242400000,0
1662246000000,0
1662249600000,0
1662253200000,0.099609375
1662256800000,0
1662260400000,0
1662264000000,0
1662267600000,0
1662271200000,0
1662274800000,0
1662278400000,0
1662282000000,0
1662285600000,0
1662289200000,0.201171875
1662292800000,0
1662296400000,0
1662300000000,0
1662303600000,0
1662307200000,0
1662310800000,0
1662314400000,0.099609375
1662318000000,0
1662321600000,0
1662325200000,0.099609375
1662328800000,0
1662332400000,0
1662336000000,0
1662339600000,0
1662343200000,0
1662346800000,0
1662350400000,0.099609375
1662354000000,0
1662357600000,0
1662361200000,0
1662364800000,0
1662368400000,0
1662372000000,0
1662375600000,0
1662379200000,0
1662382800000,0
1662386400000,0
1662390000000,0.201171875
1662393600000,0
1662397200000,0.099609375
1662400800000,0
1662404400000,0
1662408000000,0
1662411600000,0
1662415200000,0
1662418800000,0
1662422400000,0.099609375
1662426000000,0
1662429600000,0
1662433200000,0
1662436800000,0
1662440400000,0
1662444000000,0
1662447600000,0
1662451200000,0
1662454800000,0
1662462000000,0
1662465600000,0
1662469200000,0
1662472800000,0
1662476400000,0
1662480000000,0
1662483600000,0.400390625
1662487200000,0
1662490800000,0
1662494400000,0
1662498000000,0
1662501600000,0
1662505200000,0
1662508800000,0
1662512400000,0.099609375
1662516000000,0
1662519600000,0.099609375
1662523200000,0
1662526800000,0
1662530400000,0
1662534000000,0
1662537600000,0.099609375
1662541200000,0
1662544800000,0
1662548400000,0
1662552000000,0
1662555600000,0.1015625
1662559200000,0
1662562800000,0
1662566400000,0
1662570000000,0
1662573600000,0
1662577200000,0
1662580800000,0
1662584400000,0
1662588000000,0
1662591600000,0
1662595200000,0
1662598800000,0
1662602400000,0.19921875
1662606000000,0
1662609600000,0
1662613200000,0.099609375
1662616800000,0
1662620400000,0
1662624000000,0
1662627600000,0
1662631200000,0
1662634800000,0
1662638400000,0
1662642000000,0
1662645600000,0
1662649200000,0
1662652800000,0.099609375
1662656400000,0
1662660000000,0
1662663600000,0
1662667200000,0
1662670800000,0.1015625
1662674400000,0
1662678000000,0
1662681600000,0
1662685200000,0.099609375
1662688800000,0
1662692400000,0
1662696000000,0
1662699600000,0
1662703200000,0
1662706800000,0
1662710400000,0
1662714000000,0
1662717600000,0
1662721200000,0
1662724800000,0
1662728400000,0
1662732000000,0
1662735600000,0
1662739200000,0.099609375
1662742800000,0
1662746400000,0.099609375
1662750000000,0
1662753600000,0
1662757200000,0
1662760800000,0
1662764400000,0
1662768000000,0
1662771600000,0.099609375
1662775200000,0
1662778800000,0
1662782400000,0.1015625
1662786000000,0
1662789600000,0
1662793200000,0
1662796800000,0
1662800400000,0
1662804000000,0.099609375
1662807600000,0
1662811200000,0
1662814800000,0
1662818400000,0
1662822000000,0
1662825600000,0
1662829200000,0
1662832800000,0
1662836400000,0.099609375
1662840000000,0
1662843600000,0
1662847200000,0
1662850800000,0
1662854400000,0
1662858000000,0
1662861600000,0
1662865200000,0
1662868800000,0
1662872400000,0.099609375
1662876000000,0.099609375
1662879600000,0
1662883200000,0
1662886800000,0
1662890400000,0
1662894000000,0
1662897600000,0
1662901200000,0.1015625
1662904800000,0
1662908400000,0
1662912000000,0
1662915600000,0
1662919200000,0
1662922800000,0
1662926400000,0
1662930000000,0
1662933600000,0.099609375
1662937200000,0
1662940800000,0
1662944400000,0
1662948000000,0.099609375
1662951600000,0
1662955200000,0
1662958800000,0
1662962400000,0
1662966000000,0
1662969600000,0
1662973200000,0
1662976800000,0
1662980400000,0.099609375
1662984000000,0.099609375
1662987600000,0
1662991200000,0
1662994800000,0
1662998400000,0
1663002000000,0
1663005600000,0
1663009200000,0
1663012800000,0
1663016400000,0
1663020000000,0
1663023600000,0
1663027200000,0
1663030800000,0
1663034400000,0.201171875
1663038000000,0
1663041600000,0
1663045200000,0
1663048800000,0
1663052400000,0
1663056000000,0
1663059600000,0
1663063200000,0
1663066800000,0
1663070400000,0.099609375
1663074000000,0
1663077600000,0
1663081200000,0
1663084800000,0
1663088400000,0
1663092000000,0
1663095600000,0
1663099200000,0
1663102800000,0
1663106400000,0
1663110000000,0
1663113600000,0
1663117200000,0
1663120800000,0
1663124400000,0
1663128000000,0
1663131600000,0
1663135200000,0
1663138800000,0.30078125
1663142400000,0
1663146000000,0
1663149600000,0
1663153200000,0
1663156800000,0
1663160400000,0
1663164000000,0
1663167600000,0.298828125
1663171200000,0
1663174800000,0
1663178400000,0
1663182000000,0
1663185600000,0
1663189200000,0
1663192800000,0
1663196400000,0.099609375
1663200000000,0
1663203600000,0
1663207200000,0.1015625
1663210800000,0
1663214400000,0
1663218000000,0
1663221600000,0
1663225200000,0
1663228800000,0
1663232400000,0
1663236000000,0
1663239600000,0
1663243200000,0
1663246800000,0.19921875
1663250400000,0
1663254000000,0
1663257600000,0
1663261200000,0
1663264800000,0
1663268400000,0
1663272000000,0
1663275600000,0
1663279200000,0.19921875
1663282800000,0
1663286400000,0
1663290000000,0
1663293600000,0
1663297200000,0.1015625
1663300800000,0
1663304400000,0
1663308000000,0
1663311600000,0
1663315200000,0
1663318800000,0
1663322400000,0
1663326000000,0
1663329600000,0
1663333200000,0.099609375
1663336800000,0
1663340400000,0
1663344000000,0
1663347600000,0
1663351200000,0
1663354800000,0
1663358400000,0
1663362000000,0
1663365600000,0
1663369200000,0
1663372800000,0
1663376400000,0
1663380000000,0.19921875
1663383600000,0
1663387200000,0
1663390800000,0
1663394400000,0
1663398000000,0
1663401600000,0
1663405200000,0
1663408800000,0
1663412400000,0
1663416000000,0
1663419600000,0.099609375
1663423200000,0
1663426800000,0
1663430400000,0
1663434000000,0
1663437600000,0
1663441200000,0
1663444800000,0
1663448400000,0
1663452000000,0
1663455600000,0
1663459200000,0
1663462800000,0
1663466400000,0.1015625
1663470000000,0
1663473600000,0
1663477200000,0
1663480800000,0
1663484400000,0
1663488000000,0.099609375
1663491600000,0
1663495200000,0
1663498800000,0
1663502400000,0
1663506000000,0
1663509600000,0
1663513200000,0
1663516800000,0
1663520400000,0
1663524000000,0
1663527600000,0
1663531200000,0
1663534800000,0
1663538400000,0
1663542000000,0
1663545600000,0
1663549200000,0.099609375
1663552800000,0
1663556400000,0
1663560000000,0
1663563600000,0
1663567200000,0
1663570800000,0
1663574400000,0
1663578000000,0
1663581600000,0
1663585200000,0
1663588800000,0
1663592400000,0
1663596000000,3.30078125
1663599600000,0.19921875
1663603200000,0
1663606800000,0.69921875
1663610400000,0.201171875
1663614000000,0
1663617600000,0
1663621200000,2
1663624800000,0
1663628400000,0
1663632000000,3.5
1663635600000,0
1663639200000,0
1663642800000,0
1663646400000,0
1663650000000,0
1663653600000,0
1663657200000,0
1663660800000,0
1663664400000,0
1663668000000,9.599609375
1663671600000,0
1663675200000,0
1663678800000,0.80078125
1663682400000,0
1663686000000,0.599609375
1663689600000,0.5
1663693200000,0.099609375
1663696800000,0.80078125
1663700400000,0
1663704000000,1.099609375
1663707600000,0.599609375
1663711200000,0
1663714800000,0
1663718400000,2.30078125
1663722000000,0
1663725600000,2.099609375
1663729200000,0
1663732800000,0
1663736400000,2.798828125
1663740000000,0
1663743600000,2.80078125
1663747200000,0
1663750800000,0
1663754400000,0
1663758000000,0
1663761600000,0
1663765200000,0
1663768800000,0
1663772400000,0
1663776000000,0
1663779600000,3.400390625
1663783200000,0.298828125
1663786800000,0
1663790400000,0
1663794000000,0
1663797600000,0
1663801200000,0
1663804800000,0
1663808400000,5.80078125
1663812000000,1.30078125
1663815600000,0
1663819200000,0
1663822800000,0
1663826400000,4.19921875
1663830000000,1.5
1663833600000,0
1663837200000,0
1663840800000,0
1663844400000,2.5
1663848000000,0
1663851600000,0
1663855200000,0
1663858800000,0.599609375
1663862400000,0.201171875
1663866000000,0
1663869600000,0
1663873200000,0
1663876800000,0
1663880400000,0
1663884000000,0
1663887600000,0
1663891200000,5.3984375
1663894800000,0
1663898400000,0
1663902000000,0
1663905600000,4.1015625
1663909200000,0
1663912800000,0
1663916400000,0
1663920000000,0
1663923600000,0
1663927200000,5.19921875
1663930800000,0
1663934400000,0
1663938000000,0
1663941600000,0
1663945200000,0.900390625
1663948800000,0
1663952400000,0
1663956000000,0
1663959600000,0
1663963200000,0
1663966800000,2.5
1663970400000,0.69921875
1663974000000,0
1663977600000,0.900390625
1663981200000,0
1663984800000,0
1663988400000,2.80078125
1663992000000,0
1663995600000,0
1663999200000,2.5
1664002800000,0
1664006400000,2
1664010000000,0
1664013600000,0
1664017200000,1.298828125
1664020800000,0
1664024400000,0.30078125
1664028000000,0
1664031600000,0
1664035200000,0
1664038800000,0
1664042400000,0
1664046000000,0
1664049600000,1.099609375
1664053200000,0
1664056800000,0
1664060400000,0
1664064000000,0
1664067600000,0
1664071200000,0
1664074800000,0
1664078400000,4.30078125
1664082000000,0
1664085600000,0
1664089200000,0
1664092800000,0
1664096400000,0
1664100000000,0
1664103600000,0
1664107200000,0
1664110800000,0
1664114400000,0
1664118000000,0
1664121600000,0
1664125200000,0
1664128800000,0
1664132400000,0
1664136000000,0
1664139600000,0
1664143200000,0
1664146800000,0
1664150400000,8.3984375
1664154000000,0
1664157600000,1.400390625
1664161200000,0
1664164800000,0
1664168400000,0
1664172000000,2.701171875
1664175600000,0.5
1664179200000,0
1664182800000,0
1664186400000,0
1664190000000,0
1664193600000,0
1664197200000,2
1664200800000,0
1664204400000,0
1664208000000,0.599609375
1664211600000,0
1664215200000,0
1664218800000,1.5
1664222400000,0
1664226000000,0
1664229600000,1.099609375
1664233200000,0.30078125
1664236800000,0
1664240400000,0
1664244000000,0
1664247600000,0
1664251200000,0
1664254800000,3.3984375
1664258400000,0
1664262000000,0
1664265600000,1.6015625
1664269200000,0
1664272800000,1.099609375
1664276400000,0
1664280000000,0
1664283600000,0
1664287200000,0
1664290800000,0
1664294400000,0
1664298000000,0
1664301600000,0
1664305200000,4.19921875
1664308800000,0
1664312400000,0
1664316000000,1.30078125
1664319600000,0
1664323200000,1.19921875
1664326800000,0
1664330400000,1.201171875
1664334000000,0
1664337600000,0
1664341200000,0
1664344800000,0
1664348400000,0
1664352000000,0
1664355600000,0
1664359200000,0
1664362800000,0
1664366400000,0
1664370000000,0
1664373600000,0
1664377200000,0
1664380800000,0
1664384400000,0
1664388000000,0
1664391600000,0
1664395200000,0
1664398800000,0
1664402400000,0
1664406000000,0
1664409600000,0
1664413200000,0
1664416800000,0
1664420400000,0
1664424000000,13.69921875
1664427600000,0
1664431200000,0
1664434800000,2.30078125
1664438400000,0
1664442000000,0
1664445600000,0
1664449200000,0
1664452800000,0
1664456400000,0
1664460000000,0
1664463600000,0
1664467200000,0
1664470800000,5.798828125
1664474400000,0.201171875
1664478000000,0
1664481600000,0
1664485200000,0
1664488800000,0
1664492400000,0
1664496000000,3.798828125
1664499600000,0.201171875
1664503200000,0
1664506800000,1.5
1664510400000,0.3984375
1664514000000,0.6015625
1664517600000,0
1664521200000,0
1664524800000,2.099609375
1664528400000,0.5
1664532000000,0.400390625
1664535600000,0.298828125
1664539200000,0
1664542800000,0.30078125
1664546400000,0
1664550000000,0.298828125
1664553600000,0.201171875
1664557200000,0
1664560800000,0
1664564400000,0
1664568000000,1.19921875
1664571600000,0
1664575200000,0.599609375
1664578800000,0.6015625
1664582400000,0.298828125
1664586000000,0
1664589600000,0
1664593200000,0
1664596800000,0
1664600400000,0
1664604000000,2
1664607600000,0
1664611200000,0.80078125
1664614800000,0
1664618400000,0
1664622000000,0
1664625600000,0
1664629200000,0
1664632800000,1.099609375
1664636400000,0
1664640000000,0.19921875
1664643600000,0
1664647200000,0
1664650800000,0
1664654400000,0
1664658000000,0
1664661600000,0
1664665200000,2.5
1664668800000,0.80078125
1664672400000,0
1664676000000,1.400390625
1664679600000,0.599609375
1664683200000,0.599609375
1664686800000,0
1664690400000,0
1664694000000,0
1664697600000,0
1664701200000,3.30078125
1664704800000,0.099609375
1664708400000,0.30078125
1664712000000,0.19921875
1664715600000,0
1664719200000,0
1664722800000,0.400390625
1664726400000,0
1664730000000,0
1664733600000,0
1664737200000,0.798828125
1664740800000,0
1664744400000,0
1664748000000,0
1664751600000,0
1664755200000,2.30078125
1664758800000,0.900390625
1664762400000,0
1664766000000,0
1664769600000,0
1664773200000,2.19921875
1664776800000,0
1664780400000,0
1664784000000,2.201171875
1664787600000,0
1664791200000,0
1664794800000,0
1664798400000,0
1664802000000,0
1664805600000,0.8984375
1664809200000,0
1664812800000,0
1664816400000,0.30078125
1664820000000,0.19921875
1664823600000,0
1664827200000,0.80078125
1664830800000,1
1664834400000,0
1664838000000,0
1664841600000,0
1664845200000,0
1664848800000,0
1664852400000,0
1664856000000,0
1664859600000,0
1664863200000,0
1664866800000,8.69921875
1664870400000,0
1664874000000,0
1664877600000,0
1664881200000,1.80078125
1664884800000,0
1664888400000,0
1664892000000,0
1664895600000,0
1664899200000,0
1664902800000,0
1664906400000,0
1664910000000,0
1664913600000,0
1664917200000,0
1664920800000,3.19921875
1664924400000,0.900390625
1664928000000,0.30078125
1664931600000,0
1664935200000,0
1664938800000,0
1664942400000,0
1664946000000,3.798828125
1664949600000,0
1664953200000,2.5
1664956800000,0
1664960400000,0.900390625
1664964000000,0
1664967600000,0
1664971200000,0
1664974800000,0.900390625
1664978400000,0
1664982000000,0
1664985600000,0
1664989200000,0
1664992800000,0
1664996400000,0
1665000000000,1.099609375
1665003600000,0
1665007200000,0
1665010800000,1.599609375
1665014400000,0
1665018000000,0
1665021600000,2
1665025200000,0
1665028800000,0
1665032400000,0
1665036000000,0
1665039600000,0
1665043200000,0
1665046800000,4.30078125
1665050400000,0
1665054000000,0
1665057600000,0
1665061200000,0
1665064800000,0
1665068400000,0
1665072000000,0
1665075600000,0.400390625
1665079200000,0
1665082800000,0
1665086400000,0
1665090000000,1
1665093600000,0.19921875
1665097200000,0
1665100800000,0
1665104400000,0
1665108000000,1.900390625
1665111600000,0
1665115200000,0
1665118800000,0
1665122400000,0
1665126000000,0
1665129600000,0
1665133200000,3.69921875
1665136800000,0.1015625
1665140400000,0
1665144000000,0.099609375
1665147600000,0
1665151200000,0
1665154800000,0.099609375
1665158400000,0
1665162000000,0
1665165600000,0
1665169200000,0
1665172800000,0
1665176400000,0.599609375
1665180000000,0
1665183600000,0
1665187200000,0
1665190800000,1.701171875
1665194400000,0
1665198000000,0
1665201600000,1.5
1665205200000,0
1665208800000,0
1665212400000,0
1665216000000,0
1665219600000,0
1665223200000,2.8984375
1665226800000,0.1015625
1665230400000,0
1665234000000,0
1665237600000,0
1665241200000,0
1665244800000,0.099609375
1665248400000,0
1665252000000,0.099609375
1665255600000,0
1665259200000,0
1665262800000,0
1665266400000,0
1665270000000,0
1665273600000,1.69921875
1665277200000,0
1665280800000,0
1665284400000,0
1665288000000,0
1665291600000,1.701171875
1665295200000,0
1665298800000,0.599609375
1665302400000,0
1665306000000,0
1665309600000,0
1665313200000,0
1665316800000,0
1665320400000,0
1665324000000,2
1665327600000,0
1665331200000,0
1665334800000,0
1665338400000,0
1665342000000,0
1665345600000,0
1665349200000,0
1665352800000,0
1665356400000,0
1665360000000,0
1665363600000,0
1665367200000,0
1665370800000,6.900390625
1665374400000,0.599609375
1665378000000,0
1665381600000,0
1665385200000,0
1665388800000,2.599609375
1665392400000,0.201171875
1665396000000,0.298828125
1665399600000,0
1665403200000,0
1665406800000,0
1665410400000,0
1665414000000,0
1665417600000,0
1665421200000,0
1665424800000,0
1665428400000,0
1665432000000,0
1665435600000,0
1665439200000,3.099609375
1665442800000,0.400390625
1665446400000,0
1665450000000,0
1665453600000,0
1665457200000,0
1665460800000,0
1665464400000,3.30078125
1665468000000,0
1665471600000,0
1665475200000,0
1665478800000,0
1665482400000,0
1665486000000,0
1665489600000,0
1665493200000,0
1665496800000,0
1665500400000,0
1665504000000,2.19921875
1665507600000,0
1665511200000,0
1665514800000,0.30078125
1665518400000,0
1665522000000,0
1665525600000,0.599609375
1665529200000,0
1665532800000,0
1665536400000,1
1665540000000,0
1665543600000,0.69921875
1665547200000,0
1665550800000,0
1665554400000,0
1665558000000,0
1665561600000,1.701171875
1665565200000,0
1665568800000,0
1665572400000,0
1665576000000,0
1665579600000,0
1665583200000,0
1665586800000,0
1665590400000,0
1665594000000,0
1665597600000,0
1665601200000,0
1665604800000,0
1665608400000,0
1665612000000,0
1665615600000,0
1665619200000,2.5
1665622800000,0.798828125
1665626400000,0
1665630000000,0
1665633600000,0
1665637200000,0
1665640800000,0
1665644400000,0
1665648000000,0
1665651600000,0
1665655200000,0
1665658800000,0
1665662400000,5.30078125
1665666000000,0
1665669600000,0.099609375
1665673200000,0
1665676800000,0
1665680400000,0.201171875
1665684000000,0
1665687600000,0
1665691200000,0.69921875
1665694800000,0
1665698400000,0
1665702000000,0
1665705600000,0
1665709200000,0
1665712800000,2.400390625
1665716400000,0
1665720000000,0
1665723600000,0
1665727200000,0
1665730800000,0
1665734400000,0
1665738000000,0
1665741600000,4.298828125
1665745200000,0.30078125
1665748800000,0
1665752400000,0
1665756000000,0
1665759600000,0
1665763200000,0
1665766800000,0
1665770400000,0.30078125
1665774000000,0
1665777600000,0.599609375
1665781200000,0.400390625
1665784800000,0
1665788400000,0
1665792000000,0
1665795600000,1.19921875
1665799200000,0.599609375
1665802800000,0.201171875
1665806400000,0.19921875
1665810000000,0
1665813600000,0.900390625
1665817200000,0.19921875
1665820800000,0
1665824400000,0.80078125
1665828000000,0.19921875
1665831600000,0.400390625
1665835200000,0.099609375
1665838800000,0
1665842400000,0.099609375
1665846000000,0
1665849600000,0.201171875
1665853200000,0
1665856800000,0.5
1665860400000,0.298828125
1665864000000,0.30078125
1665867600000,0.30078125
1665871200000,0
1665874800000,0.3984375
1665878400000,0
1665882000000,0.80078125
1665885600000,0
1665889200000,0
1665892800000,0
1665896400000,1.400390625
1665900000000,0.5
1665903600000,0.400390625
1665907200000,0
1665910800000,0.5
1665914400000,0.5
1665918000000,0.19921875
1665921600000,0
1665925200000,0
1665928800000,0
1665932400000,0
1665936000000,0
1665939600000,0
1665943200000,0
1665946800000,0.5
1665950400000,0.30078125
1665954000000,0
1665957600000,0
1665961200000,0
1665964800000,0
1665968400000,2.099609375
1665972000000,0.099609375
1665975600000,0
1665979200000,0
1665982800000,1.5
1665986400000,0
1665990000000,0
1665993600000,1.900390625
1665997200000,0
1666000800000,0
1666004400000,0.798828125
1666008000000,0
1666011600000,0
1666015200000,0
1666018800000,0.1015625
1666022400000,0
1666026000000,0
1666029600000,0.298828125
1666033200000,0
1666036800000,0
1666040400000,0.900390625
1666044000000,0.099609375
1666047600000,0
1666051200000,1
1666054800000,0
1666058400000,0
1666062000000,1.201171875
1666065600000,0
1666069200000,1
1666072800000,0.599609375
1666076400000,0
1666080000000,0
1666083600000,0
1666087200000,0
1666090800000,0
1666094400000,0
1666098000000,0
1666101600000,2.298828125
1666105200000,0
1666108800000,0
1666112400000,0.201171875
1666116000000,0.099609375
1666119600000,0
1666123200000,0
1666126800000,0
1666130400000,0
1666134000000,0
1666137600000,0
1666141200000,0
1666144800000,0
1666148400000,0
1666152000000,0
1666155600000,0
1666159200000,0
1666162800000,0
1666166400000,0
1666170000000,0
1666173600000,4.5
1666177200000,0
1666180800000,0
1666184400000,0
1666188000000,0
1666191600000,0
1666195200000,0
1666198800000,0
1666202400000,0
1666206000000,0.69921875
1666209600000,0.30078125
1666213200000,0
1666216800000,0
1666220400000,0.900390625
1666224000000,0
1666227600000,0
1666231200000,1.099609375
1666234800000,0
1666238400000,0
1666242000000,0
1666245600000,1.69921875
1666249200000,0
1666252800000,0.6015625
1666256400000,0
1666260000000,0
1666263600000,0
1666267200000,0
1666270800000,0
1666274400000,0
1666278000000,0
1666281600000,0
1666285200000,0
1666288800000,0
1666292400000,3.3984375
1666296000000,0
1666299600000,0.400390625
1666303200000,0
1666306800000,0.900390625
1666310400000,0
1666314000000,0
1666317600000,1.30078125
1666321200000,0
1666324800000,0
1666328400000,0
1666332000000,0
1666335600000,0
1666339200000,0
1666342800000,0
1666346400000,0
1666350000000,0
1666353600000,4.798828125
1666357200000,0.5
1666360800000,0.30078125
1666364400000,0.19921875
1666368000000,0
1666371600000,0
1666375200000,0
1666378800000,1.80078125
1666382400000,0.400390625
1666386000000,0
1666389600000,0.69921875
1666393200000,0
1666396800000,1.19921875
1666400400000,0
1666404000000,0
1666407600000,0
1666411200000,2.30078125
1666414800000,0
1666418400000,1.099609375
1666422000000,0
1666425600000,0
1666429200000,0
1666432800000,0
1666436400000,0
1666440000000,0
1666443600000,2.5
1666447200000,0
1666450800000,0
1666454400000,0
1666458000000,1.201171875
1666461600000,0
1666465200000,0.599609375
1666468800000,0
1666472400000,1.5
1666476000000,0
1666479600000,0
1666483200000,0
1666486800000,0
1666490400000,2.69921875
1666494000000,0
1666497600000,0
1666501200000,0
1666504800000,0
1666508400000,3.900390625
1666512000000,0
1666515600000,1.19921875
1666519200000,0.5
1666522800000,0
1666526400000,0.701171875
1666530000000,0.400390625
1666533600000,-0.400390625
1666537200000,0.599609375
1666540800000,0.19921875
1666544400000,0
1666548000000,0.5
1666551600000,0.30078125
1666555200000,0
1666558800000,0
1666562400000,0
1666566000000,0
1666569600000,0
1666573200000,0
1666576800000,3.599609375
1666580400000,0.701171875
1666584000000,0
1666587600000,0
1666591200000,0
1666594800000,0
1666598400000,0
1666602000000,0
1666605600000,3.69921875
1666609200000,0
1666612800000,0.30078125
1666616400000,0.099609375
1666620000000,0
1666623600000,0.298828125
1666627200000,0
1666630800000,0.201171875
1666634400000,0
1666638000000,0
1666641600000,0.69921875
1666645200000,0.400390625
1666648800000,0.5
1666652400000,0
1666656000000,0
1666659600000,0
1666663200000,1.400390625
1666666800000,0
1666670400000,0
1666674000000,0
1666677600000,2.099609375
1666681200000,0
1666684800000,0
1666688400000,0.900390625
1666692000000,0.298828125
1666695600000,0
1666699200000,0.400390625
1666702800000,0
1666706400000,0
1666710000000,0
1666713600000,0
1666717200000,0
1666720800000,0
1666724400000,0
1666728000000,1.80078125
1666731600000,0
1666735200000,0
1666738800000,0
1666742400000,0
1666746000000,0
1666749600000,0
1666753200000,0
1666756800000,0
1666760400000,0
1666764000000,6.19921875
1666767600000,0
1666771200000,0
1666774800000,1.900390625
1666778400000,0
1666782000000,0
1666785600000,0.80078125
1666789200000,0
1666792800000,0
1666796400000,0
1666800000000,0
1666803600000,0
1666807200000,0
1666810800000,0
1666814400000,2.099609375
1666818000000,0.400390625
1666821600000,0.099609375
1666825200000,0.599609375
1666828800000,0
1666832400000,0
1666836000000,1.80078125
1666839600000,0
1666843200000,0
1666846800000,0
1666850400000,0
1666854000000,0
1666857600000,0
1666861200000,0
1666864800000,4.798828125
1666868400000,0.201171875
1666872000000,0
1666875600000,0
1666879200000,0
1666882800000,0
1666886400000,0
1666890000000,0.298828125
1666893600000,0.30078125
1666897200000,0
1666900800000,0
1666904400000,1.19921875
1666908000000,0.5
1666911600000,0.201171875
1666915200000,0
1666918800000,0
1666922400000,2.099609375
1666926000000,0
1666929600000,0
1666933200000,0
1666936800000,3.400390625
1666940400000,0.599609375
1666944000000,0
1666947600000,0
1666951200000,1.400390625
1666954800000,0
1666958400000,0
1666962000000,0
1666965600000,0
1666969200000,0
1666972800000,0
1666976400000,0.69921875
1666980000000,0
1666983600000,0.599609375
1666987200000,0
1666990800000,1.201171875
1666994400000,0.5
1666998000000,0.298828125
1667001600000,1
1667005200000,0
1667008800000,0
1667012400000,0
1667016000000,0
1667019600000,0
1667023200000,3.80078125
1667026800000,0
1667030400000,0
1667034000000,0
1667037600000,0
1667041200000,0
1667044800000,2.599609375
1667048400000,0.19921875
1667052000000,0
1667055600000,0
1667059200000,0
1667062800000,0
1667066400000,0
1667070000000,1
1667073600000,0
1667077200000,0
1667080800000,0
1667084400000,1.5
1667095200000,0
1667098800000,0
1667102400000,0
1667106000000,4.30078125
1667109600000,0
1667113200000,1.30078125
1667116800000,0.5
1667120400000,0.3984375
1667124000000,0
1667127600000,0
1667131200000,0
1667134800000,0
1667138400000,0
1667142000000,0
1667145600000,0.701171875
1667149200000,0.099609375
1667152800000,0
1667156400000,0.69921875
1667160000000,0
1667163600000,0
1667167200000,0
1667170800000,0
1667174400000,0
1667178000000,0
1667181600000,0
1667185200000,0
1667188800000,0
1667192400000,6.5
1667196000000,0
1667199600000,1.701171875
1667203200000,0.69921875
1667206800000,0
1667210400000,0
1667214000000,0
1667217600000,0
1667221200000,0
1667224800000,0
1667228400000,0
1667232000000,0
1667235600000,0
1667239200000,0
1667242800000,0
1667246400000,2.80078125
1667250000000,0
1667253600000,0.599609375
