"Time","reading"
1650315600000,18
1650319200000,21
1650322800000,19
1650326400000,20
1650330000000,21
1650333600000,21
1650337200000,18
1650340800000,20
1650344400000,42
1650348000000,47
1650351600000,44
1650355200000,41
1650358800000,37
1650362400000,57
1650366000000,122
1650369600000,115
1650373200000,89
1650376800000,38
1650380400000,33
1650384000000,35
1650387600000,36
1650391200000,36
1650394800000,33
1650398400000,37
1650402000000,34
1650405600000,37
1650409200000,36
1650412800000,34
1650416400000,36
1650420000000,36
1650423600000,33
1650427200000,36
1650430800000,46
1650434400000,38
1650438000000,35
1650441600000,36
1650445200000,34
1650448800000,37
1650452400000,34
1650456000000,37
1650459600000,36
1650463200000,34
1650466800000,36
1650470400000,33
1650474000000,37
1650477600000,33
1650481200000,25
1650484800000,17
1650488400000,20
1650492000000,21
1650495600000,18
1650499200000,21
1650502800000,18
1650506400000,22
1650510000000,18
1650513600000,21
1650517200000,37
1650520800000,63
1650524400000,104
1650528000000,118
1650531600000,117
1650535200000,71
1650538800000,37
1650542400000,37
1650546000000,73
1650549600000,104
1650553200000,39
1650556800000,23
1650560400000,21
1650564000000,20
1650567600000,23
1650571200000,19
1650574800000,21
1650578400000,22
1650582000000,19
1650585600000,20
1650589200000,21
1650592800000,22
1650596400000,19
1650600000000,20
1650603600000,47
1650607200000,57
1650610800000,114
1650614400000,117
1650618000000,119
1650621600000,118
1650625200000,38
1650628800000,20
1650632400000,20
1650636000000,20
1650639600000,23
1650643200000,21
1650646800000,19
1650650400000,23
1650654000000,19
1650657600000,21
1650661200000,21
1650664800000,20
1650668400000,21
1650672000000,19
1650675600000,22
1650679200000,19
1650682800000,21
1650686400000,22
1650690000000,19
1650693600000,22
1650697200000,19
1650700800000,22
1650704400000,19
1650708000000,21
1650711600000,23
1650715200000,18
1650718800000,23
1650722400000,18
1650726000000,22
1650729600000,19
1650733200000,21
1650736800000,19
1650740400000,20
1650744000000,21
1650747600000,22
1650751200000,19
1650754800000,22
1650758400000,19
1650762000000,22
1650765600000,21
1650769200000,19
1650772800000,20
1650776400000,21
1650780000000,22
1650783600000,19
1650787200000,22
1650790800000,19
1650794400000,21
1650798000000,20
1650801600000,22
1650805200000,23
1650808800000,22
1650812400000,21
1650816000000,21
1650819600000,19
1650823200000,22
1650826800000,19
1650830400000,21
1650834000000,20
1650837600000,20
1650841200000,20
1650844800000,21
1650848400000,22
1650852000000,19
1650855600000,21
1650859200000,19
1650862800000,46
1650866400000,43
1650870000000,41
1650873600000,34
1650877200000,36
1650880800000,36
1650884400000,36
1650888000000,42
1650891600000,46
1650895200000,38
1650898800000,20
1650902400000,22
1650906000000,19
1650909600000,21
1650913200000,18
1650916800000,20
1650920400000,20
1650924000000,16
1650927600000,20
1650931200000,18
1650934800000,16
1650938400000,19
1650942000000,19
1650945600000,16
1650949200000,21
1650952800000,18
1650956400000,19
1650960000000,62
1650963600000,64
1650967200000,64
1650970800000,61
1650974400000,60
1650978000000,36
1650981600000,35
1650985200000,32
1650988800000,35
1650992400000,35
1650996000000,33
1650999600000,34
1651003200000,34
1651006800000,17
1651010400000,21
1651014000000,21
1651017600000,17
1651021200000,20
1651024800000,18
1651028400000,21
1651032000000,20
1651035600000,34
1651039200000,40
1651042800000,51
1651046400000,62
1651050000000,45
1651053600000,34
1651057200000,35
1651060800000,33
1651064400000,34
1651068000000,42
1651071600000,29
1651075200000,36
1651078800000,33
1651082400000,36
1651086000000,36
1651089600000,25
1651093200000,19
1651096800000,17
1651100400000,21
1651104000000,16
1651107600000,18
1651111200000,19
1651114800000,20
1651118400000,17
1651122000000,39
1651125600000,41
1651129200000,41
1651132800000,33
1651136400000,36
1651140000000,33
1651143600000,36
1651147200000,33
1651150800000,37
1651154400000,68
1651158000000,77
1651161600000,42
1651165200000,35
1651168800000,37
1651172400000,32
1651176000000,34
1651179600000,36
1651183200000,32
1651186800000,35
1651190400000,33
1651194000000,36
1651197600000,36
1651201200000,34
1651204800000,36
1651208400000,21
1651212000000,20
1651215600000,38
1651219200000,18
1651222800000,66
1651226400000,84
1651230000000,26
1651233600000,55
1651237200000,69
1651240800000,23
1651244400000,22
1651248000000,24
1651251600000,23
1651255200000,19
1651258800000,21
1651262400000,20
1651266000000,22
1651269600000,19
1651273200000,23
1651276800000,19
1651280400000,23
1651284000000,19
1651287600000,22
1651291200000,20
1651294800000,21
1651298400000,20
1651302000000,19
1651305600000,18
1651309200000,20
1651312800000,17
1651316400000,23
1651320000000,17
1651323600000,21
1651327200000,20
1651330800000,21
1651334400000,17
1651338000000,21
1651341600000,21
1651345200000,20
1651348800000,17
1651352400000,21
1651356000000,17
1651359600000,20
1651363200000,18
1651366800000,19
1651370400000,20
1651374000000,17
1651377600000,21
1651381200000,17
1651384800000,20
1651388400000,19
1651392000000,18
1651395600000,20
1651399200000,17
1651402800000,21
1651406400000,17
1651410000000,20
1651413600000,20
1651417200000,20
1651420800000,17
1651424400000,21
1651428000000,17
1651431600000,20
1651435200000,17
1651438800000,19
1651442400000,18
1651446000000,20
1651449600000,20
1651453200000,18
1651456800000,19
1651460400000,17
1651464000000,20
1651467600000,58
1651471200000,71
1651474800000,62
1651478400000,56
1651482000000,47
1651485600000,108
1651489200000,102
1651492800000,123
1651496400000,52
1651500000000,66
1651503600000,39
1651507200000,32
1651510800000,35
1651514400000,33
1651518000000,34
1651521600000,34
1651525200000,35
1651528800000,35
1651532400000,31
1651536000000,36
1651539600000,32
1651543200000,35
1651546800000,35
1651550400000,32
1651554000000,52
1651557600000,49
1651561200000,55
1651564800000,40
1651568400000,87
1651572000000,172
1651575600000,162
1651579200000,164
1651582800000,329
1651586400000,338
1651590000000,201
1651593600000,39
1651597200000,37
1651600800000,28
1651604400000,19
1651608000000,24
1651611600000,23
1651615200000,22
1651618800000,22
1651622400000,21
1651626000000,23
1651629600000,22
1651633200000,20
1651636800000,22
1651640400000,72
1651644000000,66
1651647600000,50
1651651200000,102
1651654800000,156
1651658400000,189
1651662000000,65
1651665600000,38
1651669200000,34
1651672800000,176
1651676400000,181
1651680000000,124
1651683600000,34
1651687200000,24
1651690800000,23
1651694400000,24
1651698000000,20
1651701600000,22
1651705200000,23
1651708800000,20
1651712400000,21
1651716000000,23
1651719600000,19
1651723200000,24
1651726800000,71
1651730400000,63
1651734000000,54
1651737600000,240
1651741200000,243
1651744800000,261
1651748400000,213
1651752000000,258
1651755600000,312
1651759200000,365
1651762800000,94
1651766400000,36
1651770000000,34
1651773600000,31
1651777200000,21
1651780800000,18
1651784400000,20
1651788000000,20
1651791600000,20
1651795200000,18
1651798800000,20
1651802400000,20
1651806000000,17
1651809600000,20
1651813200000,83
1651816800000,129
1651820400000,127
1651824000000,136
1651827600000,301
1651831200000,328
1651834800000,177
1651838400000,123
1651842000000,30
1651845600000,29
1651849200000,28
1651852800000,21
1651856400000,22
1651860000000,21
1651863600000,16
1651867200000,20
1651870800000,22
1651874400000,16
1651878000000,21
1651881600000,19
1651885200000,17
1651888800000,20
1651892400000,20
1651896000000,17
1651899600000,21
1651903200000,19
1651906800000,20
1651910400000,17
1651914000000,19
1651917600000,20
1651921200000,17
1651924800000,21
1651928400000,17
1651932000000,21
1651935600000,19
1651939200000,18
1651942800000,20
1651946400000,17
1651950000000,20
1651953600000,20
1651957200000,16
1651960800000,21
1651964400000,20
1651968000000,17
1651971600000,20
1651975200000,17
1651978800000,20
1651982400000,21
1651986000000,16
1651989600000,19
1651993200000,18
1651996800000,19
1652000400000,21
1652004000000,20
1652007600000,21
1652011200000,17
1652014800000,21
1652018400000,20
1652022000000,18
1652025600000,20
1652029200000,18
1652032800000,20
1652036400000,19
1652040000000,17
1652043600000,20
1652047200000,18
1652050800000,20
1652054400000,16
1652058000000,20
1652061600000,21
1652065200000,16
1652068800000,20
1652072400000,52
1652076000000,84
1652079600000,173
1652083200000,188
1652086800000,201
1652090400000,217
1652094000000,209
1652097600000,209
1652101200000,286
1652104800000,412
1652108400000,216
1652112000000,176
1652115600000,104
1652119200000,35
1652122800000,26
1652126400000,22
1652130000000,21
1652133600000,18
1652137200000,21
1652140800000,21
1652144400000,18
1652148000000,21
1652151600000,20
1652155200000,18
1652158800000,21
1652162400000,65
1652166000000,156
1652169600000,129
1652173200000,35
1652176800000,34
1652180400000,72
1652184000000,125
1652187600000,298
1652191200000,270
1652194800000,47
1652198400000,176
1652202000000,63
1652205600000,31
1652209200000,25
1652212800000,22
1652216400000,18
1652220000000,20
1652223600000,21
1652227200000,21
1652230800000,17
1652234400000,20
1652238000000,20
1652241600000,21
1652245200000,36
1652248800000,120
1652257800000,188.4
1652258700000,240
1652259600000,212
1652261400000,138
1652262300000,76
1652263200000,64
1652265000000,76
1652265900000,64
1652266800000,72
1652268600000,88
1652269500000,276
1652270400000,304
1652272200000,374
1652273100000,136
1652274000000,48
1652275800000,178
1652276700000,184
1652277600000,192
1652279400000,190
1652280300000,180
1652281200000,188
1652283000000,186
1652283900000,188
1652284800000,192
1652286600000,70
1652287500000,48
1652288400000,40
1652290200000,46
1652291100000,36
1652292000000,48
1652293800000,38
1652294700000,40
1652295600000,28
1652297400000,36
1652298300000,28
1652299200000,28
1652301000000,24
1652301900000,24
1652302800000,28
1652304600000,26
1652305500000,16
1652306400000,20
1652308200000,18
1652309100000,28
1652310000000,20
1652311800000,16
1652312700000,20
1652313600000,32
1652315400000,16
1652316300000,16
1652317200000,20
1652319000000,24
1652319900000,16
1652320800000,16
1652322600000,18
1652323500000,16
1652324400000,28
1652326200000,18
1652327100000,16
1652328000000,16
1652329800000,56
1652330700000,80
1652331600000,120
1652333400000,166
1652334300000,168
1652335200000,172
1652337000000,182
1652337900000,180
1652338800000,180
1652340600000,200
1652341500000,212
1652342400000,216
1652344200000,206
1652345100000,208
1652346000000,140
1652347800000,70
1652348700000,76
1652349600000,264
1652351400000,300
1652352300000,264
1652353200000,272
1652355000000,262
1652355900000,100
1652356800000,172
1652358600000,366
1652359500000,396
1652360400000,396
1652362200000,366
1652363100000,248
1652364000000,392
1652365800000,394
1652366700000,240
1652367600000,184
1652369400000,142
1652370300000,48
1652371200000,52
1652373000000,50
1652373900000,52
1652374800000,44
1652376600000,40
1652377500000,40
1652378400000,40
1652380200000,36
1652381100000,40
1652382000000,28
1652383800000,28
1652384700000,28
1652385600000,28
1652387400000,28
1652388300000,32
1652389200000,28
1652391000000,22
1652391900000,32
1652392800000,28
1652394600000,22
1652395500000,36
1652396400000,16
1652398200000,18
1652399100000,32
1652400000000,20
1652401800000,16
1652402700000,36
1652403600000,16
1652405400000,18
1652406300000,20
1652407200000,32
1652409000000,18
1652409900000,16
1652410800000,28
1652412600000,20
1652413500000,16
1652414400000,24
1652416200000,40
1652417100000,48
1652418000000,48
1652419800000,48
1652420700000,56
1652421600000,40
1652423400000,38
1652424300000,48
1652425200000,20
1652426100000,20
1652427000000,20
1652427900000,32
1652428800000,16
1652429700000,20
1652430600000,20
1652431500000,32
1652432400000,20
1652433300000,20
1652434200000,28
1652435100000,20
1652436000000,40
1652436900000,40
1652437800000,52
1652438700000,48
1652439600000,20
1652440500000,28
1652441400000,28
1652442300000,28
1652443200000,28
1652444100000,28
1652445000000,32
1652445900000,28
1652446800000,28
1652447700000,28
1652448600000,20
1652449500000,28
1652450400000,16
1652451300000,20
1652452200000,32
1652453100000,16
1652454000000,32
1652454900000,24
1652455800000,28
1652456700000,20
1652457600000,32
1652458500000,16
1652459400000,20
1652460300000,24
1652461200000,20
1652462100000,16
1652463000000,24
1652463900000,20
1652464800000,20
1652465700000,20
1652466600000,28
1652467500000,20
1652468400000,16
1652469300000,16
1652470200000,16
1652471100000,20
1652472000000,32
1652472900000,16
1652473800000,20
1652474700000,16
1652475600000,16
1652476500000,16
1652477400000,32
1652478300000,16
1652479200000,16
1652480100000,20
1652481000000,16
1652481900000,24
1652482800000,20
1652483700000,20
1652484600000,16
1652485500000,16
1652486400000,20
1652487300000,32
1652488200000,16
1652489100000,16
1652490000000,20
1652490900000,16
1652491800000,16
1652492700000,20
1652493600000,24
1652494500000,24
1652495400000,16
1652496300000,16
1652497200000,20
1652498100000,16
1652499000000,16
1652499900000,20
1652500800000,28
1652501700000,16
1652502600000,20
1652503500000,16
1652504400000,16
1652505300000,20
1652506200000,24
1652507100000,20
1652508000000,16
1652508900000,20
1652509800000,16
1652510700000,16
1652511600000,16
1652512500000,32
1652513400000,20
1652514300000,16
1652515200000,16
1652516100000,20
1652517000000,28
1652517900000,16
1652518800000,16
1652519700000,32
1652520600000,16
1652521500000,16
1652522400000,20
1652523300000,28
1652524200000,20
1652525100000,32
1652526000000,16
1652526900000,20
1652527800000,32
1652528700000,20
1652529600000,32
1652530500000,24
1652531400000,24
1652532300000,20
1652533200000,36
1652534100000,20
1652535000000,32
1652535900000,24
1652536800000,32
1652537700000,24
1652538600000,24
1652539500000,32
1652540400000,20
1652541300000,28
1652542200000,28
1652543100000,28
1652544000000,28
1652544900000,24
1652545800000,24
1652546700000,24
1652547600000,28
1652548500000,28
1652549400000,28
1652550300000,16
1652551200000,28
1652552100000,28
1652553000000,24
1652553900000,16
1652554800000,20
1652555700000,16
1652556600000,32
1652557500000,20
1652558400000,16
1652559300000,16
1652560200000,16
1652561100000,20
1652562000000,28
1652562900000,20
1652563800000,16
1652564700000,16
1652565600000,20
1652566500000,16
1652567400000,28
1652568300000,20
1652569200000,16
1652570100000,16
1652571000000,16
1652571900000,16
1652572800000,32
1652573700000,16
1652574600000,20
1652575500000,16
1652576400000,16
1652577300000,20
1652578200000,16
1652579100000,32
1652580000000,16
1652580900000,16
1652581800000,16
1652582700000,20
1652583600000,16
1652584500000,20
1652585400000,24
1652586300000,16
1652587200000,20
1652588100000,16
1652589000000,16
1652589900000,20
1652590800000,28
1652591700000,16
1652592600000,16
1652593500000,16
1652594400000,20
1652595300000,28
1652596200000,20
1652597100000,16
1652598000000,16
1652598900000,20
1652599800000,32
1652600700000,16
1652601600000,16
1652602500000,20
1652603400000,28
1652604300000,20
1652605200000,32
1652606100000,20
1652607000000,28
1652607900000,28
1652608800000,32
1652609700000,28
1652610600000,32
1652611500000,28
1652612400000,32
1652613300000,28
1652614200000,28
1652615100000,28
1652616000000,24
1652616900000,24
1652617800000,24
1652618700000,32
1652619600000,28
1652620500000,28
1652621400000,28
1652622300000,28
1652623200000,24
1652624100000,28
1652625000000,28
1652625900000,28
1652626800000,28
1652627700000,28
1652628600000,28
1652629500000,28
1652630400000,28
1652631300000,28
1652632200000,28
1652633100000,28
1652634000000,28
1652634900000,28
1652635800000,28
1652636700000,28
1652637600000,24
1652638500000,24
1652639400000,28
1652640300000,24
1652641200000,16
1652642100000,16
1652643000000,28
1652643900000,20
1652644800000,20
1652645700000,16
1652646600000,16
1652647500000,20
1652648400000,28
1652649300000,20
1652650200000,16
1652651100000,16
1652652000000,16
1652652900000,20
1652653800000,28
1652654700000,16
1652655600000,20
1652656500000,16
1652657400000,16
1652658300000,28
1652659200000,20
1652660100000,16
1652661000000,20
1652661900000,16
1652662800000,16
1652663700000,20
1652664600000,28
1652665500000,16
1652666400000,20
1652667300000,16
1652668200000,16
1652669100000,16
1652670000000,32
1652670900000,16
1652671800000,16
1652672700000,16
1652673600000,20
1652674500000,24
1652675400000,60
1652676300000,52
1652677200000,48
1652678100000,48
1652679000000,56
1652679900000,40
1652680800000,44
1652681700000,52
1652682600000,40
1652683500000,48
1652684400000,40
1652685300000,32
1652686200000,44
1652687100000,36
1652688000000,48
1652688900000,52
1652689800000,52
1652690700000,52
1652691600000,228
1652692500000,168
1652693400000,44
1652694300000,44
1652695200000,48
1652696100000,40
1652697000000,48
1652697900000,216
1652698800000,80
1652699700000,248
1652700600000,168
1652701500000,240
1652702400000,220
1652703300000,304
1652704200000,356
1652705100000,396
1652706000000,388
1652706900000,212
1652707800000,196
1652708700000,200
1652709600000,192
1652710500000,180
1652711400000,180
1652712300000,184
1652713200000,180
1652714100000,180
1652715000000,180
1652715900000,184
1652716800000,156
1652717700000,40
1652718600000,48
1652719500000,32
1652720400000,44
1652721300000,28
1652722200000,40
1652723100000,28
1652724000000,32
1652724900000,28
1652725800000,28
1652726700000,28
1652727600000,28
1652728500000,16
1652729400000,28
1652730300000,32
1652731200000,16
1652732100000,28
1652733000000,28
1652733900000,24
1652734800000,16
1652735700000,28
1652736600000,20
1652737500000,20
1652738400000,16
1652739300000,20
1652740200000,32
1652741100000,16
1652742000000,20
1652742900000,16
1652743800000,20
1652744700000,32
1652745600000,16
1652746500000,20
1652747400000,16
1652748300000,16
1652749200000,20
1652750100000,28
1652751000000,16
1652751900000,20
1652752800000,16
1652753700000,24
1652754600000,24
1652755500000,16
1652756400000,16
1652757300000,20
1652758200000,32
1652759100000,16
1652760000000,20
1652760900000,16
1652761800000,16
1652762700000,32
1652763600000,36
1652764500000,108
1652765400000,164
1652766300000,176
1652767200000,160
1652768100000,172
1652769000000,176
1652769900000,196
1652770800000,188
1652771700000,192
1652772600000,180
1652773500000,180
1652774400000,176
1652775300000,112
1652776200000,40
1652777100000,32
1652778000000,40
1652778900000,32
1652779800000,64
1652780700000,64
1652781600000,60
1652782500000,48
1652783400000,60
1652784300000,48
1652785200000,40
1652786100000,60
1652787000000,252
1652787900000,248
1652788800000,248
1652789700000,260
1652790600000,256
1652791500000,244
1652792400000,244
1652793300000,292
1652794200000,380
1652795100000,392
1652796000000,396
1652796900000,336
1652797800000,180
1652798700000,180
1652799600000,188
1652800500000,184
1652801400000,140
1652802300000,48
1652803200000,40
1652804100000,48
1652805000000,48
1652805900000,40
1652806800000,40
1652807700000,48
1652808600000,36
1652809500000,44
1652810400000,36
1652811300000,32
1652812200000,44
1652813100000,28
1652814000000,28
1652814900000,36
1652815800000,32
1652816700000,24
1652817600000,20
1652818500000,36
1652819400000,16
1652820300000,16
1652821200000,36
1652822100000,16
1652823000000,16
1652823900000,20
1652824800000,28
1652825700000,20
1652826600000,16
1652827500000,16
1652828400000,20
1652829300000,28
1652830200000,20
1652831100000,16
1652832000000,16
1652832900000,16
1652833800000,32
1652834700000,20
1652835600000,16
1652836500000,16
1652837400000,16
1652838300000,16
1652839200000,20
1652840100000,28
1652841000000,20
1652841900000,16
1652842800000,16
1652843700000,16
1652844600000,16
1652845500000,28
1652846400000,20
1652847300000,40
1652848200000,48
1652849100000,48
1652850000000,44
1652850900000,52
1652851800000,32
1652852700000,140
1652853600000,348
1652854500000,384
1652855400000,376
1652856300000,384
1652857200000,380
1652858100000,384
1652859000000,392
1652859900000,344
1652860800000,196
1652861700000,188
1652862600000,132
1652863500000,60
1652864400000,48
1652865300000,60
1652866200000,52
1652867100000,64
1652868000000,244
1652868900000,244
1652869800000,240
1652870700000,244
1652871600000,244
1652872500000,244
1652873400000,240
1652874300000,240
1652875200000,92
1652876100000,100
1652877000000,312
1652877900000,376
1652878800000,192
1652879700000,196
1652880600000,200
1652881500000,192
1652882400000,180
