time,energy,dew_point,enth,rel_hum,temp,lab_P051_binary,lab_P015_binary,lab_P011_binary,lab_251102_binary,WorkDay,day_of_week,month,year,hour,day,day_of_year,day_of_week_sin,day_of_week_cos,hour_sin,hour_cos,month_sin,month_cos
2022-03-26 23:00:00,1601.0,-7.6,15.600000000000001,28.426357387593804,10.15,0.0,0.0,0.0,0.0,0,5,3,2022,23,26,85,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17
2022-03-27 00:00:00,1588.0,-7.2,29.517971825986635,29.234513274336283,9.45,0.0,0.0,0.0,0.0,0,6,3,2022,0,27,86,-0.7818314824680299,0.6234898018587334,0.0,1.0,1.0,6.123233995736766e-17
2022-03-27 01:00:00,1621.0,-7.966666666666666,13.6,30.303593456690802,8.6,0.0,0.0,0.0,0.0,0,6,3,2022,1,27,86,-0.7818314824680299,0.6234898018587334,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17
2022-03-27 02:00:00,1622.0,-8.55,12.1,31.47979797979798,7.3,0.0,0.0,0.0,0.0,0,6,3,2022,2,27,86,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2022-03-27 03:00:00,1652.0,-8.55,29.517971825986635,32.70012626262626,6.7,0.0,0.0,0.0,0.0,0,6,3,2022,3,27,86,-0.7818314824680299,0.6234898018587334,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17
2022-03-27 04:00:00,1622.0,-7.7,29.517971825986635,33.947916666666664,6.766666666666667,0.0,0.0,0.0,0.0,0,6,3,2022,4,27,86,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2022-03-27 05:00:00,1667.0,-7.9,11.1,35.197916666666664,6.04,0.0,0.0,0.0,0.0,0,6,3,2022,5,27,86,-0.7818314824680299,0.6234898018587334,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17
2022-03-27 06:00:00,1604.0,-6.775,12.6,36.49413145539906,7.085714285714286,0.0,0.0,0.0,0.0,0,6,3,2022,6,27,86,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2022-03-27 07:00:00,1590.0,-4.21,16.1,38.038297485169416,9.399999999999999,0.0,0.0,0.0,0.0,0,6,3,2022,7,27,86,-0.7818314824680299,0.6234898018587334,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17
2022-03-27 08:00:00,1531.0,0.4428571428571428,24.166666666666668,38.13953488372093,13.872727272727273,0.0,0.0,0.0,0.0,0,6,3,2022,8,27,86,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17
