time,energy,dew_point,enth,rel_hum,temp,lab_P051_binary,lab_P015_binary,lab_P011_binary,lab_251102_binary,WorkDay,day_of_week,month,year,hour,day,day_of_year,day_of_week_sin,day_of_week_cos,hour_sin,hour_cos,month_sin,month_cos
2022-05-19 09:00:00,3043.0,9.674999999999999,39.471428571428575,49.73548821548822,20.61111111111111,1.0,0.0,1.0,0.0,1,3,5,2022,9,19,139,0.43388373911755823,-0.900968867902419,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
2022-05-19 10:00:00,2866.0,9.907692307692308,41.05882352941177,47.5218660968661,21.516666666666666,1.0,1.0,0.0,0.0,1,3,5,2022,10,19,139,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
2022-05-19 11:00:00,2854.0,10.233333333333333,42.78666666666666,45.2302036199095,22.894736842105264,1.0,1.0,0.0,0.0,1,3,5,2022,11,19,139,0.43388373911755823,-0.900968867902419,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
2022-05-19 12:00:00,2623.0,10.577272727272728,44.385714285714286,42.82941176470589,24.07857142857143,1.0,1.0,1.0,0.0,1,3,5,2022,12,19,139,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
2022-05-19 13:00:00,2842.0,10.339130434782609,44.285000000000004,40.40057471264368,24.605263157894736,1.0,1.0,1.0,0.0,1,3,5,2022,13,19,139,0.43388373911755823,-0.900968867902419,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
2022-05-19 14:00:00,3072.0,9.892307692307693,44.400000000000006,38.42013235806339,24.946153846153848,1.0,0.0,1.0,0.0,1,3,5,2022,14,19,139,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
2022-05-19 15:00:00,2895.0,9.6625,44.425,36.6384478588704,25.6,1.0,0.0,1.0,0.0,1,3,5,2022,15,19,139,0.43388373911755823,-0.900968867902419,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
2022-05-19 16:00:00,2263.0,9.120000000000001,44.36666666666667,35.02655935613682,25.75714285714286,0.0,0.0,1.0,0.0,1,3,5,2022,16,19,139,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
2022-05-19 17:00:00,2293.0,7.8500000000000005,43.666666666666664,33.76326530612245,25.5,0.0,0.0,0.0,0.0,1,3,5,2022,17,19,139,0.43388373911755823,-0.900968867902419,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
2022-05-19 18:00:00,2390.0,6.033333333333334,38.5,33.336490493633356,23.220000000000002,0.0,0.0,0.0,0.0,1,3,5,2022,18,19,139,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
2022-05-19 19:00:00,2052.0,4.125,34.0,33.84786324786325,20.950000000000003,0.0,0.0,0.0,0.0,1,3,5,2022,19,19,139,0.43388373911755823,-0.900968867902419,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
2022-05-19 20:00:00,2089.0,2.6999999999999997,30.5,34.36068376068376,18.975,0.0,0.0,0.0,0.0,1,3,5,2022,20,19,139,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
2022-05-19 21:00:00,1888.0,1.5,28.0,34.87609784851165,17.233333333333334,0.0,0.0,0.0,0.0,1,3,5,2022,21,19,139,0.43388373911755823,-0.900968867902419,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
2022-05-19 22:00:00,1904.0,1.175,27.0,36.25502630040912,16.3,0.0,0.0,0.0,0.0,1,3,5,2022,22,19,139,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
2022-05-19 23:00:00,1785.0,1.5499999999999998,26.0,38.30425269645608,15.3,0.0,0.0,0.0,0.0,1,3,5,2022,23,19,139,0.43388373911755823,-0.900968867902419,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387
2022-05-20 00:00:00,1822.0,2.1,26.5,40.429580419580425,15.299999999999999,0.0,0.0,0.0,0.0,1,4,5,2022,0,20,140,-0.433883739117558,-0.9009688679024191,0.0,1.0,0.49999999999999994,-0.8660254037844387
2022-05-20 01:00:00,1811.0,6.02767205897075,25.5,42.70361067503925,14.45,0.0,0.0,0.0,0.0,1,4,5,2022,1,20,140,-0.433883739117558,-0.9009688679024191,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
2022-05-20 02:00:00,1783.0,2.8000000000000003,26.5,45.102158555729986,14.6,0.0,0.0,0.0,0.0,1,4,5,2022,2,20,140,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
2022-05-20 03:00:00,1790.0,3.9333333333333336,28.0,47.488879598662216,14.8,0.0,0.0,0.0,0.0,1,4,5,2022,3,20,140,-0.433883739117558,-0.9009688679024191,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387
2022-05-20 04:00:00,1722.0,5.1000000000000005,29.0,49.89994824016563,15.299999999999999,0.0,0.0,0.0,0.0,1,4,5,2022,4,20,140,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
2022-05-20 05:00:00,2042.0,5.433333333333334,29.0,52.029761904761905,14.966666666666667,0.0,0.0,0.0,0.0,1,4,5,2022,5,20,140,-0.433883739117558,-0.9009688679024191,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
2022-05-20 06:00:00,1683.0,7.8307692307692305,34.11818181818182,54.485572139303486,16.936363636363637,0.0,0.0,0.0,0.0,1,4,5,2022,6,20,140,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
2022-05-20 07:00:00,2275.0,8.733333333333333,35.3,55.853731343283584,17.450000000000003,1.0,0.0,0.0,0.0,1,4,5,2022,7,20,140,-0.433883739117558,-0.9009688679024191,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
2022-05-20 08:00:00,2712.0,12.29375,43.41428571428571,56.734696517412935,20.89166666666667,1.0,1.0,0.0,0.0,1,4,5,2022,8,20,140,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
2022-05-20 09:00:00,2935.0,15.24,52.699999999999996,56.126666666666665,24.661538461538463,1.0,1.0,0.0,0.0,1,4,5,2022,9,20,140,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
2022-05-20 10:00:00,2867.0,17.041666666666668,58.55,53.48320430107527,27.364285714285717,1.0,0.0,0.0,0.0,1,4,5,2022,10,20,140,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
2022-05-20 11:00:00,3000.0,16.818181818181817,60.22941176470588,49.28279569892473,29.00714285714286,1.0,1.0,0.0,0.0,1,4,5,2022,11,20,140,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
2022-05-20 12:00:00,2745.0,16.581818181818182,60.24375,45.36574074074074,29.754545454545454,1.0,0.0,0.0,0.0,1,4,5,2022,12,20,140,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
2022-05-20 13:00:00,2629.0,15.852631578947367,59.24285714285714,42.1616177498253,30.19375,1.0,0.0,0.0,0.0,1,4,5,2022,13,20,140,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
2022-05-20 14:00:00,2268.0,15.466666666666667,58.86,39.669308176100635,30.79,1.0,0.0,0.0,0.0,1,4,5,2022,14,20,140,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
2022-05-20 15:00:00,2551.0,14.281818181818181,56.5,37.88666666666667,30.400000000000002,1.0,0.0,0.0,0.0,1,4,5,2022,15,20,140,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
2022-05-20 16:00:00,2411.0,13.549999999999999,54.760000000000005,37.422751322751324,29.642857142857142,0.0,0.0,0.0,0.0,1,4,5,2022,16,20,140,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
2022-05-20 17:00:00,2467.0,12.625,52.214285714285715,38.05767195767196,28.950000000000003,0.0,0.0,0.0,0.0,1,4,5,2022,17,20,140,-0.433883739117558,-0.9009688679024191,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
2022-05-20 18:00:00,2265.0,12.016666666666666,50.4,38.6925925925926,27.816666666666666,0.0,0.0,0.0,0.0,1,4,5,2022,18,20,140,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
2022-05-20 19:00:00,2354.0,10.8,46.4,39.97779713511421,25.450000000000003,0.0,0.0,0.0,0.0,1,4,5,2022,19,20,140,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
2022-05-20 20:00:00,2178.0,10.3,43.9,42.64534083802377,23.950000000000003,0.0,0.0,0.0,0.0,1,4,5,2022,20,20,140,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
2022-05-20 21:00:00,2100.0,9.8,41.4,45.71029776674938,22.18,0.0,0.0,0.0,0.0,1,4,5,2022,21,20,140,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
2022-05-20 22:00:00,1825.0,9.3,39.06666666666666,49.30021505376344,20.450000000000003,0.0,0.0,0.0,0.0,1,4,5,2022,22,20,140,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
2022-05-20 23:00:00,1790.0,9.98,39.4,53.244285714285716,19.700000000000003,0.0,0.0,0.0,0.0,1,4,5,2022,23,20,140,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387
2022-05-21 00:00:00,1728.0,12.8,45.56153846153846,56.47087016101405,21.655555555555555,0.0,0.0,0.0,0.0,0,5,5,2022,0,21,141,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.49999999999999994,-0.8660254037844387
2022-05-21 01:00:00,1753.0,14.133333333333333,48.9,56.22949640287769,22.733333333333334,0.0,0.0,0.0,0.0,0,5,5,2022,1,21,141,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
2022-05-21 02:00:00,1825.0,12.975,46.4,55.37794784505113,22.6,0.0,0.0,0.0,0.0,0,5,5,2022,2,21,141,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
2022-05-21 03:00:00,1737.0,12.3,44.4,54.94658040665434,21.733333333333334,0.0,0.0,0.0,0.0,0,5,5,2022,3,21,141,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387
2022-05-21 04:00:00,1800.0,12.1,43.9,54.724768946395564,21.6,0.0,0.0,0.0,0.0,0,5,5,2022,4,21,141,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
2022-05-21 05:00:00,1639.0,11.5,42.9,54.502957486136786,21.3,0.0,0.0,0.0,0.0,0,5,5,2022,5,21,141,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
2022-05-21 06:00:00,1729.0,12.299999999999999,44.4,54.281146025878,21.6,0.0,0.0,0.0,0.0,0,5,5,2022,6,21,141,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
2022-05-21 07:00:00,1563.0,13.0,45.56666666666666,54.059334565619224,22.099999999999998,0.0,0.0,0.0,0.0,0,5,5,2022,7,21,141,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
2022-05-21 08:00:00,1614.0,14.05,48.542857142857144,53.83752310536045,23.26,0.0,0.0,0.0,0.0,0,5,5,2022,8,21,141,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
2022-05-21 09:00:00,1646.0,14.25,50.0,53.61571164510166,24.1875,0.0,0.0,0.0,0.0,0,5,5,2022,9,21,141,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
2022-05-21 10:00:00,1693.0,15.707142857142857,54.871428571428574,53.393900184842884,25.8,0.0,0.0,0.0,0.0,0,5,5,2022,10,21,141,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
2022-05-21 11:00:00,1520.0,16.381818181818183,57.42222222222222,53.13182671713171,26.82,0.0,0.0,0.0,0.0,0,5,5,2022,11,21,141,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
2022-05-21 12:00:00,1591.0,17.55,60.373913043478254,51.026984126984125,28.561111111111114,0.0,0.0,0.0,0.0,0,5,5,2022,12,21,141,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
2022-05-21 13:00:00,1633.0,15.014285714285714,56.16363636363636,47.72539682539683,27.625,0.0,0.0,0.0,0.0,0,5,5,2022,13,21,141,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
2022-05-21 14:00:00,1868.0,13.475,51.2,45.03279989591465,26.3,0.0,0.0,0.0,0.0,0,5,5,2022,14,21,141,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
2022-05-21 15:00:00,1780.0,13.040000000000001,50.7,43.12631655302481,26.6,0.0,0.0,0.0,0.0,0,5,5,2022,15,21,141,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
2022-05-21 16:00:00,1832.0,14.564285714285715,55.75,41.97610619469027,28.583333333333332,0.0,0.0,0.0,0.0,0,5,5,2022,16,21,141,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
2022-05-21 17:00:00,1790.0,13.825000000000001,54.35,40.85568089727382,28.575000000000003,0.0,0.0,0.0,0.0,0,5,5,2022,17,21,141,-0.9749279121818236,-0.2225209339563146,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
2022-05-21 18:00:00,1835.0,12.488235294117647,50.51538461538462,39.5846800258565,27.458333333333332,0.0,0.0,0.0,0.0,0,5,5,2022,18,21,141,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
2022-05-21 19:00:00,1867.0,9.442857142857141,43.20000000000001,40.029411764705884,23.950000000000003,0.0,0.0,0.0,0.0,0,5,5,2022,19,21,141,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
2022-05-21 20:00:00,1810.0,8.225,38.7,41.857196495619526,21.733333333333334,0.0,0.0,0.0,0.0,0,5,5,2022,20,21,141,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
2022-05-21 21:00:00,1822.0,6.02767205897075,37.7,44.51461260537937,20.6,0.0,0.0,0.0,0.0,0,5,5,2022,21,21,141,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
2022-05-21 22:00:00,1856.0,8.7,29.517971825986635,46.79332719742292,20.3,0.0,0.0,0.0,0.0,0,5,5,2022,22,21,141,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
2022-05-21 23:00:00,1609.0,8.733333333333333,37.63333333333333,48.404777355113,19.450000000000003,0.0,0.0,0.0,0.0,0,5,5,2022,23,21,141,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387
2022-05-22 00:00:00,1668.0,7.333333333333333,34.6,49.67798165137615,18.233333333333334,0.0,0.0,0.0,0.0,0,6,5,2022,0,22,142,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.49999999999999994,-0.8660254037844387
2022-05-22 01:00:00,1757.0,6.4,32.6,50.79443981095358,16.766666666666666,0.0,0.0,0.0,0.0,0,6,5,2022,1,22,142,-0.7818314824680299,0.6234898018587334,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
2022-05-22 02:00:00,1634.0,5.8,30.1,52.39023569023569,15.45,0.0,0.0,0.0,0.0,0,6,5,2022,2,22,142,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
2022-05-22 03:00:00,1687.0,6.8999999999999995,31.1,54.44777150031387,15.8,0.0,0.0,0.0,0.0,0,6,5,2022,3,22,142,-0.7818314824680299,0.6234898018587334,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387
2022-05-22 04:00:00,1578.0,7.6499999999999995,33.6,56.48034396809571,16.066666666666666,0.0,0.0,0.0,0.0,0,6,5,2022,4,22,142,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
2022-05-22 05:00:00,1669.0,9.133333333333333,35.6,56.84411764705882,16.950000000000003,0.0,0.0,0.0,0.0,0,6,5,2022,5,22,142,-0.7818314824680299,0.6234898018587334,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
2022-05-22 06:00:00,1549.0,9.915384615384616,37.739999999999995,56.491176470588236,18.400000000000002,0.0,0.0,0.0,0.0,0,6,5,2022,6,22,142,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
2022-05-22 07:00:00,1558.0,9.14,35.7,56.13823529411765,17.233333333333334,0.0,0.0,0.0,0.0,0,6,5,2022,7,22,142,-0.7818314824680299,0.6234898018587334,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
2022-05-22 08:00:00,1509.0,10.191666666666666,38.7125,55.785294117647055,18.68888888888889,0.0,0.0,0.0,0.0,0,6,5,2022,8,22,142,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
2022-05-22 09:00:00,1438.0,9.675,37.75,55.43235294117647,18.545454545454547,0.0,0.0,0.0,0.0,0,6,5,2022,9,22,142,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
2022-05-22 10:00:00,1513.0,11.227272727272727,41.81111111111111,54.82274509803922,20.34,0.0,0.0,0.0,0.0,0,6,5,2022,10,22,142,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
2022-05-22 11:00:00,1392.0,11.629999999999999,43.642857142857146,52.97258620689656,21.75,0.0,0.0,0.0,0.0,0,6,5,2022,11,22,142,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
2022-05-22 12:00:00,1331.0,12.495000000000001,46.45384615384615,50.876187378009114,23.181818181818183,0.0,0.0,0.0,0.0,0,6,5,2022,12,22,142,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
2022-05-22 13:00:00,1357.0,12.577777777777778,47.68333333333334,48.71844863731656,24.1,0.0,0.0,0.0,0.0,0,6,5,2022,13,22,142,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
2022-05-22 14:00:00,1403.0,12.77,48.75454545454545,46.85975975975976,24.97142857142857,0.0,0.0,0.0,0.0,0,6,5,2022,14,22,142,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
2022-05-22 15:00:00,1120.0,12.668181818181818,49.14705882352941,45.26953316953317,25.45,0.0,0.0,0.0,0.0,0,6,5,2022,15,22,142,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
2022-05-22 16:00:00,1846.0,11.91875,47.53,44.09090909090909,25.011111111111113,0.0,0.0,0.0,0.0,0,6,5,2022,16,22,142,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
2022-05-22 17:00:00,1614.0,10.522222222222222,43.82857142857143,43.31229637414609,23.75,0.0,0.0,0.0,0.0,0,6,5,2022,17,22,142,-0.7818314824680299,0.6234898018587334,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
2022-05-22 18:00:00,1691.0,8.966666666666667,39.9,43.85722543352601,21.733333333333334,0.0,0.0,0.0,0.0,0,6,5,2022,18,22,142,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
2022-05-22 19:00:00,1736.0,7.85,37.4,44.55086705202312,20.166666666666668,0.0,0.0,0.0,0.0,0,6,5,2022,19,22,142,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
2022-05-22 20:00:00,1727.0,7.1,34.9,45.50052023121387,19.3,0.0,0.0,0.0,0.0,0,6,5,2022,20,22,142,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
2022-05-22 21:00:00,1669.0,6.02767205897075,29.517971825986635,47.113406593406594,18.7,0.0,0.0,0.0,0.0,0,6,5,2022,21,22,142,-0.7818314824680299,0.6234898018587334,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
2022-05-22 22:00:00,1699.0,7.833333333333333,35.73333333333333,48.47346457223758,19.225,0.0,0.0,0.0,0.0,0,6,5,2022,22,22,142,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
2022-05-22 23:00:00,1666.0,6.02767205897075,29.517971825986635,49.48650306748467,18.3,0.0,0.0,0.0,0.0,0,6,5,2022,23,22,142,-0.7818314824680299,0.6234898018587334,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387
2022-05-23 00:00:00,1675.0,7.5,34.4,50.22269938650307,13.039443116804229,0.0,0.0,0.0,0.0,1,0,5,2022,0,23,143,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
2022-05-23 01:00:00,1664.0,7.1,33.4,50.97670415814587,17.5,0.0,0.0,0.0,0.0,1,0,5,2022,1,23,143,0.0,1.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
2022-05-23 02:00:00,1675.0,7.5,29.517971825986635,51.998148148148154,13.039443116804229,0.0,0.0,0.0,0.0,1,0,5,2022,2,23,143,0.0,1.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
2022-05-23 03:00:00,1655.0,6.02767205897075,29.517971825986635,53.08589577950043,13.039443116804229,0.0,0.0,0.0,0.0,1,0,5,2022,3,23,143,0.0,1.0,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387
2022-05-23 04:00:00,1665.0,6.02767205897075,29.517971825986635,54.03798449612403,16.7,0.0,0.0,0.0,0.0,1,0,5,2022,4,23,143,0.0,1.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
2022-05-23 05:00:00,1665.0,6.9,31.85,55.00242957080734,15.95,0.0,0.0,0.0,0.0,1,0,5,2022,5,23,143,0.0,1.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
2022-05-23 06:00:00,1796.0,7.466666666666666,32.3,56.35609756097561,16.0,0.0,0.0,0.0,0.0,1,0,5,2022,6,23,143,0.0,1.0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
2022-05-23 07:00:00,2003.0,8.899999999999999,34.8,57.81951219512196,17.166666666666668,0.0,0.0,0.0,0.0,1,0,5,2022,7,23,143,0.0,1.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
2022-05-23 08:00:00,2492.0,10.47,37.96666666666667,58.81408155487805,18.650000000000002,1.0,0.0,0.0,0.0,1,0,5,2022,8,23,143,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
2022-05-23 09:00:00,2627.0,11.0875,40.50909090909091,58.0453125,19.455555555555556,1.0,0.0,0.0,0.0,1,0,5,2022,9,23,143,0.0,1.0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
2022-05-23 10:00:00,3085.0,10.9,40.333333333333336,47.593768168604655,20.133333333333336,1.0,0.0,0.0,0.0,1,0,5,2022,10,23,143,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
2022-05-23 11:00:00,2902.0,10.838461538461539,37.65714285714286,44.08232558139535,18.770000000000003,1.0,0.0,0.0,0.0,1,0,5,2022,11,23,143,0.0,1.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
2022-05-23 12:00:00,2854.0,12.270833333333334,45.03157894736842,53.72568306010929,22.092857142857145,1.0,0.0,1.0,0.0,1,0,5,2022,12,23,143,0.0,1.0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
2022-05-23 13:00:00,2950.0,12.107692307692307,44.8375,51.88501652836808,22.2875,1.0,0.0,1.0,0.0,1,0,5,2022,13,23,143,0.0,1.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
2022-05-23 14:00:00,3529.0,11.440000000000001,43.8,50.51650471259791,22.32,1.0,0.0,1.0,0.0,1,0,5,2022,14,23,143,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
2022-05-23 15:00:00,3556.0,12.13125,45.55,50.538709677419355,23.28888888888889,1.0,0.0,1.0,0.0,1,0,5,2022,15,23,143,0.0,1.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
2022-05-23 16:00:00,3021.0,11.914285714285715,45.324999999999996,50.9258064516129,23.200000000000003,1.0,0.0,1.0,0.0,1,0,5,2022,16,23,143,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
2022-05-23 17:00:00,2825.0,10.466666666666667,41.8,51.31290322580646,21.666666666666668,1.0,0.0,0.0,0.0,1,0,5,2022,17,23,143,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
2022-05-23 18:00:00,2578.0,9.65,39.8,51.7,20.450000000000003,0.0,0.0,0.0,0.0,1,0,5,2022,18,23,143,0.0,1.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
